Age,BusinessTravel,DistanceFromHome,Education,EducationField,EmployeeID,JobLevel,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Year,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,Attrition
25,Travel_Rarely,11,3,Medical,260,2,Married,100960,0.0,11,1,4.0,3,3,1,2,2015,4.0,2.0,3.0,3,0
25,Travel_Rarely,11,3,Medical,260,2,Married,100960,0.0,11,1,4.0,3,3,1,2,2016,4.0,2.0,3.0,3,0
38,Travel_Rarely,16,3,Life Sciences,261,5,Single,147560,0.0,20,1,8.0,3,7,0,5,2015,4.0,4.0,3.0,2,0
38,Travel_Rarely,16,3,Life Sciences,261,5,Single,147560,0.0,20,1,8.0,3,7,0,5,2016,4.0,4.0,3.0,2,0
29,Travel_Frequently,2,4,Life Sciences,262,4,Divorced,64990,1.0,18,3,10.0,3,10,2,8,2015,2.0,4.0,3.0,2,0
29,Travel_Frequently,2,4,Life Sciences,262,4,Divorced,64990,1.0,18,3,10.0,3,10,2,8,2016,2.0,4.0,3.0,2,0
48,Travel_Rarely,16,3,Technical Degree,263,1,Married,97240,3.0,13,0,12.0,2,2,2,2,2015,2.0,2.0,3.0,4,0
48,Travel_Rarely,16,3,Technical Degree,263,1,Married,97240,3.0,13,0,12.0,2,2,2,2,2016,2.0,2.0,3.0,4,0
27,Travel_Frequently,4,3,Technical Degree,264,5,Divorced,21940,1.0,12,0,6.0,5,6,0,4,2015,4.0,4.0,3.0,3,0
27,Travel_Frequently,4,3,Technical Degree,264,5,Divorced,21940,1.0,12,0,6.0,5,6,0,4,2016,4.0,4.0,3.0,3,0
37,Travel_Rarely,16,3,Life Sciences,265,3,Single,33880,3.0,11,0,4.0,2,1,0,0,2015,4.0,4.0,3.0,4,0
37,Travel_Rarely,16,3,Life Sciences,265,3,Single,33880,3.0,11,0,4.0,2,1,0,0,2016,4.0,4.0,3.0,4,0
50,Travel_Rarely,5,3,Medical,266,1,Married,54730,1.0,19,1,20.0,2,20,3,8,2015,4.0,3.0,3.0,4,0
50,Travel_Rarely,5,3,Medical,266,1,Married,54730,1.0,19,1,20.0,2,20,3,8,2016,4.0,3.0,3.0,4,0
34,Travel_Rarely,18,1,Medical,267,1,Single,27030,1.0,21,1,9.0,2,8,7,7,2015,4.0,2.0,4.0,3,0
34,Travel_Rarely,18,1,Medical,267,1,Single,27030,1.0,21,1,9.0,2,8,7,7,2016,4.0,2.0,4.0,3,0
24,Travel_Rarely,17,2,Life Sciences,268,1,Single,25010,9.0,12,0,4.0,3,2,2,0,2015,1.0,3.0,3.0,1,1
39,Travel_Rarely,12,5,Medical,269,1,Single,62200,1.0,14,2,20.0,2,20,11,10,2015,4.0,3.0,3.0,3,0
39,Travel_Rarely,12,5,Medical,269,1,Single,62200,1.0,14,2,20.0,2,20,11,10,2016,4.0,3.0,3.0,3,0
32,Travel_Rarely,2,3,Life Sciences,270,5,Single,30380,1.0,11,0,10.0,5,10,0,8,2015,4.0,4.0,2.0,1,0
32,Travel_Rarely,2,3,Life Sciences,270,5,Single,30380,1.0,11,0,10.0,5,10,0,8,2016,4.0,4.0,2.0,1,0
50,Travel_Frequently,4,2,Medical,271,4,Married,44240,3.0,14,1,18.0,2,4,1,3,2015,2.0,3.0,3.0,2,1
38,Travel_Rarely,9,4,Life Sciences,272,1,Single,43120,0.0,12,1,10.0,2,9,1,8,2015,2.0,4.0,2.0,2,0
38,Travel_Rarely,9,4,Life Sciences,272,1,Single,43120,0.0,12,1,10.0,2,9,1,8,2016,2.0,4.0,2.0,2,0
27,Travel_Rarely,10,3,Medical,273,5,Married,132450,1.0,23,1,9.0,3,9,0,7,2015,3.0,1.0,3.0,2,0
27,Travel_Rarely,10,3,Medical,273,5,Married,132450,1.0,23,1,9.0,3,9,0,7,2016,3.0,1.0,3.0,2,0
32,Travel_Rarely,1,3,Medical,274,2,Single,136640,3.0,14,0,10.0,6,7,7,7,2015,3.0,4.0,3.0,3,0
32,Travel_Rarely,1,3,Medical,274,2,Single,136640,3.0,14,0,10.0,6,7,7,7,2016,3.0,4.0,3.0,3,0
47,Travel_Rarely,2,3,Medical,275,5,Single,50210,2.0,17,0,20.0,3,7,1,7,2015,4.0,1.0,3.0,3,0
47,Travel_Rarely,2,3,Medical,275,5,Single,50210,2.0,17,0,20.0,3,7,1,7,2016,4.0,1.0,3.0,3,0
40,Travel_Frequently,3,4,Medical,276,3,Married,51260,5.0,18,0,20.0,2,18,1,12,2015,4.0,1.0,3.0,3,0
40,Travel_Frequently,3,4,Medical,276,3,Married,51260,5.0,18,0,20.0,2,18,1,12,2016,4.0,1.0,3.0,3,0
53,Travel_Rarely,7,1,Life Sciences,277,2,Married,28590,3.0,18,1,32.0,2,5,1,3,2015,3.0,3.0,3.0,3,0
53,Travel_Rarely,7,1,Life Sciences,277,2,Married,28590,3.0,18,1,32.0,2,5,1,3,2016,3.0,3.0,3.0,3,0
41,Travel_Rarely,6,3,Medical,278,1,Divorced,102390,3.0,24,3,23.0,3,21,12,6,2015,2.0,4.0,2.0,3,0
41,Travel_Rarely,6,3,Medical,278,1,Divorced,102390,3.0,24,3,23.0,3,21,12,6,2016,2.0,4.0,2.0,3,0
60,Travel_Rarely,8,2,Life Sciences,279,5,Single,53290,8.0,20,0,10.0,3,2,2,2,2015,1.0,1.0,3.0,4,0
60,Travel_Rarely,8,2,Life Sciences,279,5,Single,53290,8.0,20,0,10.0,3,2,2,2,2016,1.0,1.0,3.0,4,0
27,Travel_Frequently,29,1,Life Sciences,280,2,Divorced,43250,1.0,14,0,9.0,2,9,1,7,2015,4.0,1.0,2.0,2,0
27,Travel_Frequently,29,1,Life Sciences,280,2,Divorced,43250,1.0,14,0,9.0,2,9,1,7,2016,4.0,1.0,2.0,2,0
41,Travel_Rarely,3,3,Medical,281,1,Married,72600,1.0,16,0,22.0,2,22,2,10,2015,4.0,3.0,3.0,3,0
41,Travel_Rarely,3,3,Medical,281,1,Married,72600,1.0,16,0,22.0,2,22,2,10,2016,4.0,3.0,3.0,3,0
50,Travel_Rarely,9,3,Life Sciences,282,2,Married,23220,7.0,25,1,4.0,0,2,2,2,2015,4.0,2.0,3.0,4,0
50,Travel_Rarely,9,3,Life Sciences,282,2,Married,23220,7.0,25,1,4.0,0,2,2,2,2016,4.0,2.0,3.0,4,0
28,Travel_Rarely,2,4,Life Sciences,283,3,Single,20750,7.0,18,3,10.0,0,7,3,7,2015,1.0,2.0,3.0,2,1
36,Non-Travel,10,4,Technical Degree,284,2,Married,41520,9.0,19,1,10.0,3,8,0,5,2015,1.0,1.0,3.0,3,0
36,Non-Travel,10,4,Technical Degree,284,2,Married,41520,9.0,19,1,10.0,3,8,0,5,2016,1.0,1.0,3.0,3,0
38,Travel_Rarely,1,3,Medical,285,3,Single,96190,4.0,13,1,10.0,2,1,0,0,2015,3.0,3.0,4.0,3,0
38,Travel_Rarely,1,3,Medical,285,3,Single,96190,4.0,13,1,10.0,2,1,0,0,2016,3.0,3.0,4.0,3,0
44,Non-Travel,8,2,Life Sciences,286,1,Single,135030,2.0,12,0,9.0,6,5,1,4,2015,1.0,3.0,3.0,2,0
44,Non-Travel,8,2,Life Sciences,286,1,Single,135030,2.0,12,0,9.0,6,5,1,4,2016,1.0,3.0,3.0,2,0
47,Travel_Frequently,27,3,Life Sciences,287,1,Divorced,54410,9.0,22,1,28.0,6,22,11,13,2015,4.0,3.0,2.0,2,0
47,Travel_Frequently,27,3,Life Sciences,287,1,Divorced,54410,9.0,22,1,28.0,6,22,11,13,2016,4.0,3.0,2.0,2,0
30,Travel_Rarely,8,3,Life Sciences,288,2,Divorced,52090,7.0,14,1,10.0,3,8,7,7,2015,3.0,4.0,2.0,3,0
30,Travel_Rarely,8,3,Life Sciences,288,2,Divorced,52090,7.0,14,1,10.0,3,8,7,7,2016,3.0,4.0,2.0,3,0
29,Travel_Rarely,1,2,Medical,289,1,Single,106730,1.0,13,3,1.0,2,1,0,0,2015,3.0,3.0,3.0,3,0
29,Travel_Rarely,1,2,Medical,289,1,Single,106730,1.0,13,3,1.0,2,1,0,0,2016,3.0,3.0,3.0,3,0
42,Travel_Frequently,10,1,Life Sciences,290,1,Divorced,50100,6.0,21,3,7.0,3,2,2,2,2015,3.0,3.0,3.0,3,1
43,Travel_Frequently,26,1,Life Sciences,291,1,Married,135490,3.0,11,2,7.0,3,2,2,2,2015,4.0,4.0,3.0,3,0
43,Travel_Frequently,26,1,Life Sciences,291,1,Married,135490,3.0,11,2,7.0,3,2,2,2,2016,4.0,4.0,3.0,3,0
34,Travel_Rarely,2,5,Technical Degree,292,2,Single,49990,3.0,12,2,10.0,2,5,4,3,2015,2.0,3.0,3.0,4,0
34,Travel_Rarely,2,5,Technical Degree,292,2,Single,49990,3.0,12,2,10.0,2,5,4,3,2016,2.0,3.0,3.0,4,0
23,Travel_Rarely,13,3,Marketing,293,5,Married,42210,1.0,11,1,5.0,4,4,0,2,2015,2.0,1.0,4.0,3,0
23,Travel_Rarely,13,3,Marketing,293,5,Married,42210,1.0,11,1,5.0,4,4,0,2,2016,2.0,1.0,4.0,3,0
39,Travel_Rarely,2,4,Marketing,294,4,Married,138720,9.0,12,3,12.0,3,8,3,6,2015,3.0,2.0,1.0,2,0
39,Travel_Rarely,2,4,Marketing,294,4,Married,138720,9.0,12,3,12.0,3,8,3,6,2016,3.0,2.0,1.0,2,0
56,Travel_Rarely,2,4,Medical,295,1,Married,20420,7.0,12,0,30.0,6,10,1,1,2015,3.0,4.0,2.0,3,0
56,Travel_Rarely,2,4,Medical,295,1,Married,20420,7.0,12,0,30.0,6,10,1,1,2016,3.0,4.0,2.0,3,0
40,Travel_Rarely,9,3,Marketing,296,2,Single,20730,0.0,14,0,5.0,3,4,2,3,2015,4.0,4.0,2.0,3,0
40,Travel_Rarely,9,3,Marketing,296,2,Single,20730,0.0,14,0,5.0,3,4,2,3,2016,4.0,4.0,2.0,3,0
27,Travel_Rarely,10,3,Life Sciences,297,1,Single,29560,8.0,13,0,9.0,6,7,0,7,2015,4.0,1.0,1.0,3,0
27,Travel_Rarely,10,3,Life Sciences,297,1,Single,29560,8.0,13,0,9.0,6,7,0,7,2016,4.0,1.0,1.0,3,0
29,Travel_Rarely,20,3,Marketing,298,2,Divorced,29260,1.0,15,1,2.0,3,2,2,2,2015,4.0,2.0,3.0,2,0
29,Travel_Rarely,20,3,Marketing,298,2,Divorced,29260,1.0,15,1,2.0,3,2,2,2,2016,4.0,2.0,3.0,2,0
53,Travel_Rarely,9,3,Life Sciences,299,3,Single,48090,2.0,18,0,19.0,2,2,2,2,2015,4.0,4.0,3.0,3,0
53,Travel_Rarely,9,3,Life Sciences,299,3,Single,48090,2.0,18,0,19.0,2,2,2,2,2016,4.0,4.0,3.0,3,0
35,Non-Travel,5,1,Medical,300,1,Divorced,51630,2.0,18,2,16.0,4,1,0,0,2015,4.0,1.0,4.0,3,0
35,Non-Travel,5,1,Medical,300,1,Divorced,51630,2.0,18,2,16.0,4,1,0,0,2016,4.0,1.0,4.0,3,0
32,Travel_Frequently,4,4,Life Sciences,301,2,Married,188440,1.0,19,0,10.0,3,10,4,7,2015,3.0,4.0,3.0,1,0
32,Travel_Frequently,4,4,Life Sciences,301,2,Married,188440,1.0,19,0,10.0,3,10,4,7,2016,3.0,4.0,3.0,1,0
38,Travel_Rarely,10,3,Medical,302,4,Married,181720,6.0,12,2,6.0,5,1,0,1,2015,4.0,3.0,1.0,3,0
38,Travel_Rarely,10,3,Medical,302,4,Married,181720,6.0,12,2,6.0,5,1,0,1,2016,4.0,3.0,1.0,3,0
34,Travel_Rarely,20,3,Medical,303,3,Divorced,57440,3.0,19,1,7.0,4,0,0,0,2015,2.0,1.0,3.0,2,0
34,Travel_Rarely,20,3,Medical,303,3,Divorced,57440,3.0,19,1,7.0,4,0,0,0,2016,2.0,1.0,3.0,2,0
52,Travel_Rarely,21,5,Technical Degree,304,3,Married,28890,1.0,11,1,34.0,2,34,1,16,2015,3.0,1.0,4.0,3,0
52,Travel_Rarely,21,5,Technical Degree,304,3,Married,28890,1.0,11,1,34.0,2,34,1,16,2016,3.0,1.0,4.0,3,0
33,Travel_Rarely,1,2,Medical,305,3,Single,28710,1.0,17,3,10.0,2,10,7,8,2015,4.0,4.0,2.0,3,1
25,Travel_Rarely,8,3,Life Sciences,306,2,Single,74840,1.0,15,0,6.0,3,6,1,4,2015,3.0,4.0,2.0,3,0
25,Travel_Rarely,8,3,Life Sciences,306,2,Single,74840,1.0,15,0,6.0,3,6,1,4,2016,3.0,4.0,2.0,3,0
45,Travel_Rarely,2,3,Life Sciences,307,3,Single,60740,0.0,14,0,9.0,2,8,3,1,2015,2.0,3.0,3.0,3,0
45,Travel_Rarely,2,3,Life Sciences,307,3,Single,60740,0.0,14,0,9.0,2,8,3,1,2016,2.0,3.0,3.0,3,0
23,Travel_Rarely,23,1,Life Sciences,308,2,Single,173280,1.0,17,1,2.0,2,2,0,2,2015,1.0,3.0,3.0,1,0
23,Travel_Rarely,23,1,Life Sciences,308,2,Single,173280,1.0,17,1,2.0,2,2,0,2,2016,1.0,3.0,3.0,1,0
47,Travel_Frequently,4,3,Life Sciences,309,1,Single,27740,4.0,13,1,10.0,2,5,1,3,2015,2.0,3.0,3.0,3,1
34,Travel_Rarely,12,3,Technical Degree,310,1,Single,45050,1.0,12,0,6.0,3,6,1,4,2015,4.0,4.0,3.0,3,0
34,Travel_Rarely,12,3,Technical Degree,310,1,Single,45050,1.0,12,0,6.0,3,6,1,4,2016,4.0,4.0,3.0,3,0
55,Travel_Rarely,7,3,Human Resources,311,4,Married,74280,5.0,12,0,24.0,2,5,1,4,2015,4.0,1.0,3.0,3,1
36,Non-Travel,7,2,Life Sciences,312,5,Single,116310,1.0,18,1,10.0,2,10,0,9,2015,1.0,1.0,3.0,1,0
36,Non-Travel,7,2,Life Sciences,312,5,Single,116310,1.0,18,1,10.0,2,10,0,9,2016,1.0,1.0,3.0,1,0
52,Non-Travel,1,4,Life Sciences,313,5,Married,97380,0.0,18,2,5.0,2,4,1,2,2015,4.0,4.0,3.0,3,0
52,Non-Travel,1,4,Life Sciences,313,5,Married,97380,0.0,18,2,5.0,2,4,1,2,2016,4.0,4.0,3.0,3,0
26,Travel_Frequently,2,2,Life Sciences,314,1,Divorced,28350,3.0,11,1,5.0,2,2,2,0,2015,1.0,3.0,3.0,3,0
26,Travel_Frequently,2,2,Life Sciences,314,1,Divorced,28350,3.0,11,1,5.0,2,2,2,0,2016,1.0,3.0,3.0,3,0
29,Travel_Rarely,10,2,Medical,315,3,Married,169590,4.0,14,3,11.0,5,8,1,1,2015,2.0,3.0,2.0,3,0
29,Travel_Rarely,10,2,Medical,315,3,Married,169590,4.0,14,3,11.0,5,8,1,1,2016,2.0,3.0,2.0,3,0
26,Travel_Rarely,15,2,Life Sciences,316,2,Single,26130,6.0,19,1,6.0,2,4,1,2,2015,4.0,1.0,2.0,3,1
34,Travel_Rarely,14,4,Technical Degree,317,2,Single,61460,2.0,12,0,10.0,3,4,1,3,2015,2.0,4.0,3.0,3,0
34,Travel_Rarely,14,4,Technical Degree,317,2,Single,61460,2.0,12,0,10.0,3,4,1,3,2016,2.0,4.0,3.0,3,0
54,Travel_Rarely,18,4,Medical,318,2,Divorced,49630,9.0,15,1,9.0,2,5,1,4,2015,4.0,1.0,3.0,3,0
54,Travel_Rarely,18,4,Medical,318,2,Divorced,49630,9.0,15,1,9.0,2,5,1,4,2016,4.0,1.0,3.0,3,0
27,Travel_Frequently,13,2,Life Sciences,319,4,Married,195370,0.0,12,0,5.0,5,4,1,1,2015,3.0,4.0,3.0,3,0
27,Travel_Frequently,13,2,Life Sciences,319,4,Married,195370,0.0,12,0,5.0,5,4,1,1,2016,3.0,4.0,3.0,3,0
37,Travel_Rarely,2,4,Technical Degree,320,2,Divorced,61720,0.0,11,0,6.0,1,5,4,3,2015,4.0,1.0,2.0,3,0
37,Travel_Rarely,2,4,Technical Degree,320,2,Divorced,61720,0.0,11,0,6.0,1,5,4,3,2016,4.0,1.0,2.0,3,0
38,Travel_Frequently,2,4,Life Sciences,321,2,Single,23680,6.0,11,1,17.0,3,15,4,12,2015,1.0,1.0,3.0,3,0
38,Travel_Frequently,2,4,Life Sciences,321,2,Single,23680,6.0,11,1,17.0,3,15,4,12,2016,1.0,1.0,3.0,3,0
34,Travel_Rarely,2,3,Marketing,322,1,Single,103120,1.0,12,0,6.0,2,6,1,3,2015,3.0,1.0,3.0,3,0
34,Travel_Rarely,2,3,Marketing,322,1,Single,103120,1.0,12,0,6.0,2,6,1,3,2016,3.0,1.0,3.0,3,0
35,Travel_Rarely,5,4,Medical,323,3,Married,16750,1.0,16,0,3.0,6,3,0,2,2015,1.0,4.0,2.0,2,0
35,Travel_Rarely,5,4,Medical,323,3,Married,16750,1.0,16,0,3.0,6,3,0,2,2016,1.0,4.0,2.0,2,0
30,Travel_Rarely,20,3,Medical,324,1,Married,25230,3.0,13,1,7.0,2,2,0,2,2015,4.0,3.0,3.0,3,0
30,Travel_Rarely,20,3,Medical,324,1,Married,25230,3.0,13,1,7.0,2,2,0,2,2016,4.0,3.0,3.0,3,0
40,Travel_Frequently,10,4,Medical,325,2,Married,65670,1.0,13,1,8.0,3,8,3,7,2015,3.0,2.0,3.0,4,0
40,Travel_Frequently,10,4,Medical,325,2,Married,65670,1.0,13,1,8.0,3,8,3,7,2016,3.0,2.0,3.0,4,0
34,Travel_Rarely,10,3,Life Sciences,326,3,Married,47390,5.0,24,2,6.0,2,3,1,2,2015,3.0,1.0,3.0,3,0
34,Travel_Rarely,10,3,Life Sciences,326,3,Married,47390,5.0,24,2,6.0,2,3,1,2,2016,3.0,1.0,3.0,3,0
42,Travel_Frequently,9,4,Medical,327,1,Divorced,92080,1.0,15,1,24.0,2,24,14,9,2015,2.0,4.0,2.0,4,0
42,Travel_Frequently,9,4,Medical,327,1,Divorced,92080,1.0,15,1,24.0,2,24,14,9,2016,2.0,4.0,2.0,4,0
23,Travel_Rarely,2,3,Medical,328,4,Married,45590,1.0,18,1,1.0,2,0,0,0,2015,3.0,1.0,3.0,2,1
24,Non-Travel,1,5,Marketing,329,1,Divorced,81890,1.0,14,1,1.0,3,1,0,0,2015,3.0,2.0,3.0,3,0
24,Non-Travel,1,5,Marketing,329,1,Divorced,81890,1.0,14,1,1.0,3,1,0,0,2016,3.0,2.0,3.0,3,0
52,Travel_Rarely,29,3,Life Sciences,330,2,Married,29420,8.0,11,1,9.0,1,5,1,4,2015,4.0,3.0,3.0,2,0
52,Travel_Rarely,29,3,Life Sciences,330,2,Married,29420,8.0,11,1,9.0,1,5,1,4,2016,4.0,3.0,3.0,2,0
50,Travel_Rarely,8,4,Life Sciences,331,2,Married,49410,5.0,11,1,30.0,3,4,0,3,2015,3.0,3.0,3.0,1,0
50,Travel_Rarely,8,4,Life Sciences,331,2,Married,49410,5.0,11,1,30.0,3,4,0,3,2016,3.0,3.0,3.0,1,0
29,Travel_Rarely,2,4,Marketing,332,4,Married,106500,1.0,13,2,1.0,2,1,0,0,2015,2.0,1.0,3.0,4,1
33,Travel_Rarely,3,4,Life Sciences,333,4,Married,59020,0.0,12,1,14.0,2,13,3,7,2015,3.0,3.0,4.0,3,0
33,Travel_Rarely,3,4,Life Sciences,333,4,Married,59020,0.0,12,1,14.0,2,13,3,7,2016,3.0,3.0,4.0,3,0
33,Travel_Rarely,23,5,Life Sciences,334,1,Single,86390,5.0,16,2,6.0,3,3,0,2,2015,1.0,1.0,3.0,2,1
47,Travel_Rarely,6,4,Other,335,2,Married,63470,1.0,14,0,26.0,2,26,3,0,2015,3.0,4.0,2.0,4,0
47,Travel_Rarely,6,4,Other,335,2,Married,63470,1.0,14,0,26.0,2,26,3,0,2016,3.0,4.0,2.0,4,0
36,Travel_Rarely,6,3,Medical,336,2,Married,42000,0.0,22,0,10.0,3,9,0,5,2015,3.0,2.0,3.0,3,0
36,Travel_Rarely,6,3,Medical,336,2,Married,42000,0.0,22,0,10.0,3,9,0,5,2016,3.0,2.0,3.0,3,0
29,Travel_Rarely,10,3,Other,337,1,Married,34520,1.0,11,0,10.0,3,10,0,7,2015,3.0,3.0,3.0,2,0
29,Travel_Rarely,10,3,Other,337,1,Married,34520,1.0,11,0,10.0,3,10,0,7,2016,3.0,3.0,3.0,2,0
58,Travel_Rarely,24,3,Other,338,2,Single,43170,7.0,17,0,40.0,2,31,13,8,2015,4.0,2.0,3.0,3,1
35,Travel_Rarely,10,4,Marketing,339,1,Single,26320,3.0,13,3,7.0,3,2,2,2,2015,4.0,3.0,3.0,4,0
35,Travel_Rarely,10,4,Marketing,339,1,Single,26320,3.0,13,3,7.0,3,2,2,2,2016,4.0,3.0,3.0,4,0
42,Travel_Rarely,15,1,Marketing,340,2,Married,46680,9.0,18,2,8.0,2,4,0,2,2015,4.0,4.0,3.0,3,0
42,Travel_Rarely,15,1,Marketing,340,2,Married,46680,9.0,18,2,8.0,2,4,0,2,2016,4.0,4.0,3.0,3,0
28,Travel_Rarely,19,4,Medical,341,2,Single,32040,6.0,16,1,5.0,4,2,2,1,2015,3.0,3.0,2.0,2,1
36,Travel_Rarely,2,3,Life Sciences,342,2,Married,27200,4.0,14,1,8.0,3,5,0,4,2015,3.0,2.0,3.0,3,0
36,Travel_Rarely,2,3,Life Sciences,342,2,Married,27200,4.0,14,1,8.0,3,5,0,4,2016,3.0,2.0,3.0,3,0
32,Travel_Rarely,3,1,Medical,343,2,Married,171810,1.0,14,0,14.0,2,14,6,8,2015,3.0,3.0,3.0,2,0
32,Travel_Rarely,3,1,Medical,343,2,Married,171810,1.0,14,0,14.0,2,14,6,8,2016,3.0,3.0,3.0,2,0
40,Travel_Frequently,9,3,Marketing,344,3,Single,22380,2.0,14,0,10.0,3,1,0,0,2015,1.0,3.0,3.0,3,0
40,Travel_Frequently,9,3,Marketing,344,3,Single,22380,2.0,14,0,10.0,3,1,0,0,2016,1.0,3.0,3.0,3,0
30,Travel_Rarely,7,3,Technical Degree,345,2,Single,14830,5.0,13,0,12.0,3,0,0,0,2015,3.0,4.0,2.0,3,0
30,Travel_Rarely,7,3,Technical Degree,345,2,Single,14830,5.0,13,0,12.0,3,0,0,0,2016,3.0,4.0,2.0,3,0
45,Travel_Rarely,10,4,Life Sciences,346,1,Single,56050,1.0,12,2,1.0,2,1,0,0,2015,2.0,3.0,3.0,3,0
45,Travel_Rarely,10,4,Life Sciences,346,1,Single,56050,1.0,12,2,1.0,2,1,0,0,2016,2.0,3.0,3.0,3,0
42,Travel_Rarely,20,2,Medical,347,2,Married,72950,1.0,15,0,10.0,3,9,7,8,2015,2.0,2.0,2.0,3,0
42,Travel_Rarely,20,2,Medical,347,2,Married,72950,1.0,15,0,10.0,3,9,7,8,2016,2.0,2.0,2.0,3,0
38,Travel_Frequently,4,3,Medical,348,2,Divorced,23060,2.0,19,1,13.0,5,4,1,2,2015,1.0,1.0,2.0,3,0
38,Travel_Frequently,4,3,Medical,348,2,Divorced,23060,2.0,19,1,13.0,5,4,1,2,2016,1.0,1.0,2.0,3,0
34,Travel_Frequently,7,4,Life Sciences,349,3,Single,23480,1.0,14,1,6.0,3,5,1,3,2015,3.0,4.0,3.0,3,0
34,Travel_Frequently,7,4,Life Sciences,349,3,Single,23480,1.0,14,1,6.0,3,5,1,3,2016,3.0,4.0,3.0,3,0
49,Travel_Rarely,7,2,Life Sciences,350,2,Married,89980,1.0,14,2,9.0,2,9,7,7,2015,3.0,4.0,4.0,4,1
55,Travel_Rarely,16,3,Technical Degree,351,4,Single,43190,4.0,11,0,12.0,3,9,7,3,2015,3.0,4.0,2.0,4,1
43,Travel_Rarely,25,2,Medical,352,2,Married,61320,6.0,13,0,22.0,3,4,1,0,2015,2.0,1.0,3.0,2,0
43,Travel_Rarely,25,2,Medical,352,2,Married,61320,6.0,13,0,22.0,3,4,1,0,2016,2.0,1.0,3.0,2,0
27,Travel_Rarely,2,4,Medical,353,2,Divorced,33460,1.0,21,1,9.0,2,9,0,8,2015,3.0,4.0,3.0,2,0
27,Travel_Rarely,2,4,Medical,353,2,Divorced,33460,1.0,21,1,9.0,2,9,0,8,2016,3.0,4.0,3.0,2,0
35,Travel_Rarely,1,3,Medical,354,1,Single,108550,3.0,13,1,17.0,2,8,1,6,2015,3.0,3.0,4.0,3,0
35,Travel_Rarely,1,3,Medical,354,1,Single,108550,3.0,13,1,17.0,2,8,1,6,2016,3.0,3.0,4.0,3,0
28,Travel_Rarely,1,2,Technical Degree,355,1,Married,22310,1.0,12,0,8.0,3,8,7,5,2015,2.0,2.0,3.0,2,0
28,Travel_Rarely,1,2,Technical Degree,355,1,Married,22310,1.0,12,0,8.0,3,8,7,5,2016,2.0,2.0,3.0,2,0
34,Travel_Rarely,2,5,Life Sciences,356,4,Married,23230,0.0,17,0,4.0,2,3,0,2,2015,3.0,4.0,1.0,3,0
34,Travel_Rarely,2,5,Life Sciences,356,4,Married,23230,0.0,17,0,4.0,2,3,0,2,2016,3.0,4.0,1.0,3,0
26,Travel_Frequently,22,4,Other,357,1,Married,20240,1.0,23,0,8.0,2,8,1,7,2015,3.0,3.0,3.0,3,1
27,Non-Travel,1,3,Technical Degree,358,1,Married,27130,1.0,11,0,0.0,2,0,0,0,2015,4.0,4.0,2.0,3,0
27,Non-Travel,1,3,Technical Degree,358,1,Married,27130,1.0,11,0,0.0,2,0,0,0,2016,4.0,4.0,2.0,3,0
51,Travel_Rarely,16,3,Medical,359,3,Married,94390,2.0,15,3,29.0,0,20,4,17,2015,1.0,3.0,2.0,3,0
51,Travel_Rarely,16,3,Medical,359,3,Married,94390,2.0,15,3,29.0,0,20,4,17,2016,1.0,3.0,2.0,3,0
44,Travel_Rarely,24,5,Medical,360,1,Single,25660,9.0,11,1,10.0,3,5,2,3,2015,4.0,2.0,2.0,3,0
44,Travel_Rarely,24,5,Medical,360,1,Single,25660,9.0,11,1,10.0,3,5,2,3,2016,4.0,2.0,2.0,3,0
25,Travel_Rarely,17,3,Medical,361,1,Single,199260,7.0,11,3,6.0,5,4,0,1,2015,1.0,1.0,2.0,4,0
25,Travel_Rarely,17,3,Medical,361,1,Single,199260,7.0,11,3,6.0,5,4,0,1,2016,1.0,1.0,2.0,4,0
33,Travel_Rarely,8,4,Life Sciences,362,3,Divorced,24510,1.0,13,1,9.0,3,9,0,8,2015,1.0,1.0,3.0,2,0
33,Travel_Rarely,8,4,Life Sciences,362,3,Divorced,24510,1.0,13,1,9.0,3,9,0,8,2016,1.0,1.0,3.0,2,0
35,Travel_Rarely,6,4,Medical,363,2,Single,94190,1.0,24,1,6.0,5,6,1,1,2015,3.0,1.0,2.0,2,0
35,Travel_Rarely,6,4,Medical,363,2,Single,94190,1.0,24,1,6.0,5,6,1,1,2016,3.0,1.0,2.0,2,0
36,Travel_Rarely,10,4,Marketing,364,3,Married,86860,1.0,13,0,18.0,2,18,4,11,2015,2.0,4.0,2.0,3,0
36,Travel_Rarely,10,4,Marketing,364,3,Married,86860,1.0,13,0,18.0,2,18,4,11,2016,2.0,4.0,2.0,3,0
32,Travel_Rarely,3,4,Medical,365,4,Divorced,30380,2.0,20,0,8.0,3,5,0,3,2015,2.0,4.0,2.0,3,0
32,Travel_Rarely,3,4,Medical,365,4,Divorced,30380,2.0,20,0,8.0,3,5,0,3,2016,2.0,4.0,2.0,3,0
30,Travel_Frequently,4,5,Medical,366,5,Divorced,30580,9.0,14,1,10.0,2,5,0,3,2015,2.0,4.0,2.0,3,0
