EmployeeID,JobInvolvement,PerformanceRating,SurveyDate
1068,3,3,2015-12-31
1069,3,3,2015-12-31
1070,3,3,2015-12-31
1071,4,3,2015-12-31
1072,3,4,2015-12-31
1073,2,3,2015-12-31
1074,2,3,2015-12-31
1075,2,3,2015-12-31
1076,4,4,2015-12-31
1077,3,4,2015-12-31
1078,3,3,2015-12-31
1079,3,3,2015-12-31
1080,4,3,2015-12-31
1081,3,3,2015-12-31
1082,3,3,2015-12-31
1083,2,3,2015-12-31
1084,3,3,2015-12-31
1085,3,3,2015-12-31
1086,2,3,2015-12-31
1087,4,3,2015-12-31
1088,2,4,2015-12-31
1089,2,3,2015-12-31
1090,1,3,2015-12-31
1091,3,3,2015-12-31
1092,2,3,2015-12-31
1093,2,4,2015-12-31
1094,4,3,2015-12-31
1095,3,3,2015-12-31
1096,3,3,2015-12-31
1097,3,4,2015-12-31
1098,3,3,2015-12-31
1099,3,3,2015-12-31
1100,3,3,2015-12-31
1101,2,4,2015-12-31
1102,3,3,2015-12-31
1103,4,4,2015-12-31
1104,4,3,2015-12-31
1105,3,3,2015-12-31
1106,3,3,2015-12-31
1107,3,3,2015-12-31
1108,3,3,2015-12-31
1109,3,3,2015-12-31
1110,3,3,2015-12-31
1111,3,3,2015-12-31
1112,3,3,2015-12-31
1113,3,3,2015-12-31
1114,3,3,2015-12-31
1115,3,3,2015-12-31
1116,3,3,2015-12-31
1117,3,4,2015-12-31
1118,3,3,2015-12-31
1119,3,4,2015-12-31
1120,2,3,2015-12-31
1121,3,3,2015-12-31
1122,3,3,2015-12-31
1123,3,3,2015-12-31
1124,3,3,2015-12-31
1125,4,3,2015-12-31
1126,1,3,2015-12-31
1127,3,3,2015-12-31
1128,2,3,2015-12-31
1129,4,3,2015-12-31
1130,4,4,2015-12-31
1131,4,3,2015-12-31
1132,3,3,2015-12-31
1133,2,3,2015-12-31
1134,2,3,2015-12-31
1135,1,3,2015-12-31
1136,3,3,2015-12-31
1137,2,3,2015-12-31
1138,3,3,2015-12-31
1139,3,3,2015-12-31
1140,3,3,2015-12-31
1141,3,3,2015-12-31
1142,3,3,2015-12-31
1143,2,3,2015-12-31
1144,2,3,2015-12-31
1145,3,3,2015-12-31
1146,2,3,2015-12-31
1147,3,3,2015-12-31
1148,3,3,2015-12-31
1149,4,3,2015-12-31
1150,1,3,2015-12-31
1151,3,3,2015-12-31
1152,2,4,2015-12-31
1153,2,3,2015-12-31
1154,3,3,2015-12-31
1155,2,3,2015-12-31
1156,3,3,2015-12-31
1157,2,3,2015-12-31
1158,3,3,2015-12-31
1159,3,3,2015-12-31
1160,3,3,2015-12-31
1161,3,3,2015-12-31
1162,1,3,2015-12-31
1163,1,3,2015-12-31
1164,2,3,2015-12-31
1165,2,3,2015-12-31
1166,3,3,2015-12-31
1167,3,4,2015-12-31
1168,2,3,2015-12-31
1169,3,3,2015-12-31
1170,2,3,2015-12-31
1171,3,3,2015-12-31
1172,3,3,2015-12-31
1173,2,3,2015-12-31
1174,3,3,2015-12-31
1175,3,3,2015-12-31
1176,3,4,2015-12-31
1177,3,3,2015-12-31
1178,3,3,2015-12-31
1179,3,3,2015-12-31
1180,4,3,2015-12-31
1181,3,3,2015-12-31
1182,3,3,2015-12-31
1183,2,3,2015-12-31
1184,2,4,2015-12-31
1185,3,4,2015-12-31
1186,2,4,2015-12-31
1187,3,4,2015-12-31
1188,4,3,2015-12-31
1189,3,3,2015-12-31
1190,3,3,2015-12-31
1191,3,3,2015-12-31
1192,3,3,2015-12-31
1193,3,3,2015-12-31
1194,2,4,2015-12-31
1195,2,3,2015-12-31
1196,2,3,2015-12-31
1197,4,3,2015-12-31
1198,3,3,2015-12-31
1199,2,4,2015-12-31
1200,3,3,2015-12-31
1201,3,3,2015-12-31
1202,2,3,2015-12-31
1203,3,3,2015-12-31
1204,3,3,2015-12-31
1205,4,3,2015-12-31
1206,3,3,2015-12-31
1207,3,4,2015-12-31
1208,3,3,2015-12-31
1209,3,3,2015-12-31
1210,3,4,2015-12-31
1211,2,3,2015-12-31
1212,3,3,2015-12-31
1213,3,3,2015-12-31
1214,3,4,2015-12-31
1215,3,3,2015-12-31
1216,3,3,2015-12-31
1217,2,3,2015-12-31
1218,2,3,2015-12-31
1219,3,3,2015-12-31
1220,3,3,2015-12-31
1221,3,3,2015-12-31
1222,3,4,2015-12-31
1223,3,3,2015-12-31
1224,2,3,2015-12-31
1225,3,3,2015-12-31
1226,2,3,2015-12-31
1227,3,3,2015-12-31
1228,4,3,2015-12-31
1229,3,3,2015-12-31
1230,4,3,2015-12-31
1231,3,3,2015-12-31
1232,3,3,2015-12-31
1233,2,3,2015-12-31
1234,3,3,2015-12-31
1235,3,3,2015-12-31
1236,3,3,2015-12-31
1237,1,3,2015-12-31
1238,3,3,2015-12-31
1239,3,3,2015-12-31
1240,2,4,2015-12-31
1241,3,3,2015-12-31
1242,1,3,2015-12-31
1243,3,3,2015-12-31
1244,3,4,2015-12-31
1245,3,3,2015-12-31
1246,3,3,2015-12-31
1247,2,3,2015-12-31
1248,2,3,2015-12-31
1249,2,3,2015-12-31
1250,3,3,2015-12-31
1251,2,3,2015-12-31
1252,2,3,2015-12-31
1253,3,3,2015-12-31
1254,2,3,2015-12-31
1255,3,3,2015-12-31
1256,3,4,2015-12-31
1257,1,3,2015-12-31
1258,3,3,2015-12-31
1259,2,3,2015-12-31
1260,2,3,2015-12-31
1261,3,3,2015-12-31
1262,3,3,2015-12-31
1263,1,3,2015-12-31
1264,3,4,2015-12-31
1265,3,3,2015-12-31
1266,3,3,2015-12-31
1267,3,4,2015-12-31
1268,3,3,2015-12-31
1269,3,4,2015-12-31
1270,2,3,2015-12-31
1271,3,3,2015-12-31
1272,3,3,2015-12-31
1273,3,3,2015-12-31
1274,3,3,2015-12-31
1275,3,3,2015-12-31
1276,3,3,2015-12-31
1277,3,3,2015-12-31
1278,3,3,2015-12-31
1279,3,3,2015-12-31
1280,3,3,2015-12-31
1281,3,3,2015-12-31
1282,4,3,2015-12-31
1283,2,3,2015-12-31
1284,3,3,2015-12-31
1285,1,4,2015-12-31
1286,2,3,2015-12-31
1287,3,3,2015-12-31
1288,3,3,2015-12-31
1289,4,3,2015-12-31
1290,1,3,2015-12-31
1291,3,3,2015-12-31
1292,3,3,2015-12-31
1293,3,3,2015-12-31
1294,3,3,2015-12-31
1295,3,3,2015-12-31
1296,4,3,2015-12-31
1297,3,3,2015-12-31
1298,3,3,2015-12-31
1299,3,4,2015-12-31
1300,2,3,2015-12-31
1301,4,4,2015-12-31
1302,3,4,2015-12-31
1303,2,3,2015-12-31
1304,3,3,2015-12-31
1305,3,3,2015-12-31
1306,3,3,2015-12-31
1307,2,3,2015-12-31
1308,2,4,2015-12-31
1309,3,4,2015-12-31
1310,2,3,2015-12-31
1311,4,3,2015-12-31
1312,2,3,2015-12-31
1313,3,3,2015-12-31
1314,2,3,2015-12-31
1315,3,4,2015-12-31
1316,2,4,2015-12-31
1317,3,4,2015-12-31
1318,3,3,2015-12-31
1319,2,3,2015-12-31
1320,2,3,2015-12-31
1321,3,4,2015-12-31
1322,3,3,2015-12-31
1323,3,3,2015-12-31
1324,3,3,2015-12-31
1325,3,3,2015-12-31
1326,3,3,2015-12-31
1327,3,3,2015-12-31
1328,3,3,2015-12-31
1329,3,4,2015-12-31
1330,3,3,2015-12-31
1331,3,3,2015-12-31
1332,3,3,2015-12-31
1333,3,4,2015-12-31
1334,3,4,2015-12-31
1335,1,3,2015-12-31
1336,3,3,2015-12-31
1337,3,4,2015-12-31
1338,2,3,2015-12-31
1339,2,3,2015-12-31
1340,3,4,2015-12-31
1341,3,3,2015-12-31
1342,2,3,2015-12-31
1343,4,3,2015-12-31
1344,4,3,2015-12-31
1345,2,4,2015-12-31
1346,1,3,2015-12-31
1347,4,3,2015-12-31
1348,4,4,2015-12-31
1349,4,3,2015-12-31
1350,4,3,2015-12-31
1351,2,3,2015-12-31
1352,3,3,2015-12-31
1353,2,3,2015-12-31
1354,3,4,2015-12-31
1355,3,3,2015-12-31
1356,4,3,2015-12-31
1357,3,4,2015-12-31
1358,3,3,2015-12-31
1359,3,3,2015-12-31
1360,2,3,2015-12-31
1361,4,3,2015-12-31
1362,2,3,2015-12-31
1363,3,3,2015-12-31
1364,3,3,2015-12-31
1365,2,3,2015-12-31
1366,3,3,2015-12-31
1367,1,3,2015-12-31
1368,4,3,2015-12-31
1369,3,3,2015-12-31
1370,1,3,2015-12-31
1371,3,3,2015-12-31
1372,3,3,2015-12-31
1373,3,4,2015-12-31
1374,4,3,2015-12-31
1375,2,3,2015-12-31
1376,3,3,2015-12-31
1377,3,3,2015-12-31
1378,4,3,2015-12-31
1379,3,3,2015-12-31
1380,2,3,2015-12-31
1381,2,3,2015-12-31
1382,3,3,2015-12-31
1383,3,3,2015-12-31
1384,3,4,2015-12-31
1385,3,4,2015-12-31
1386,3,3,2015-12-31
1387,3,3,2015-12-31
1388,2,3,2015-12-31
1389,3,3,2015-12-31
1390,3,4,2015-12-31
1391,1,3,2015-12-31
1392,4,3,2015-12-31
1393,4,3,2015-12-31
1394,3,3,2015-12-31
1395,3,4,2015-12-31
1396,2,3,2015-12-31
1397,3,3,2015-12-31
1398,1,3,2015-12-31
1399,3,4,2015-12-31
1400,2,3,2015-12-31
1401,4,3,2015-12-31
1402,3,3,2015-12-31
1403,3,3,2015-12-31
1404,3,3,2015-12-31
1405,4,3,2015-12-31
1406,2,4,2015-12-31
1407,3,3,2015-12-31
1408,1,3,2015-12-31
1409,4,3,2015-12-31
1410,3,3,2015-12-31
1411,3,3,2015-12-31
1412,4,3,2015-12-31
1413,2,3,2015-12-31
1414,3,3,2015-12-31
1415,3,4,2015-12-31
1416,2,3,2015-12-31
1417,3,3,2015-12-31
1418,3,3,2015-12-31
1419,3,3,2015-12-31
1420,3,3,2015-12-31
1421,4,4,2015-12-31
1422,3,3,2015-12-31
1423,4,3,2015-12-31
1424,2,3,2015-12-31
1425,3,3,2015-12-31
1426,3,3,2015-12-31
1427,2,3,2015-12-31
1428,2,3,2015-12-31
1429,2,3,2015-12-31
1430,2,3,2015-12-31
1431,3,3,2015-12-31
1432,2,3,2015-12-31
1433,2,4,2015-12-31
1434,3,4,2015-12-31
1435,3,3,2015-12-31
1436,3,3,2015-12-31
1437,2,3,2015-12-31
1438,3,3,2015-12-31
1439,3,3,2015-12-31
1440,3,3,2015-12-31
1441,2,3,2015-12-31
1442,3,4,2015-12-31
1443,3,3,2015-12-31
1444,3,3,2015-12-31
1445,4,3,2015-12-31
1446,4,4,2015-12-31
1447,2,4,2015-12-31
1448,3,4,2015-12-31
1449,3,3,2015-12-31
1450,2,3,2015-12-31
1451,2,3,2015-12-31
1452,3,3,2015-12-31
1453,4,3,2015-12-31
1454,2,3,2015-12-31
1455,2,3,2015-12-31
1456,2,3,2015-12-31
1457,2,3,2015-12-31
1458,4,3,2015-12-31
1459,3,3,2015-12-31
1460,2,3,2015-12-31
1461,3,3,2015-12-31
1462,2,3,2015-12-31
1463,3,3,2015-12-31
1464,3,3,2015-12-31
1465,2,3,2015-12-31
1466,3,3,2015-12-31
1467,2,3,2015-12-31
1468,3,4,2015-12-31
1469,2,3,2015-12-31
1470,4,3,2015-12-31
1471,3,3,2015-12-31
1472,2,4,2015-12-31
1473,3,3,2015-12-31
1474,2,3,2015-12-31
1475,3,3,2015-12-31
1476,3,3,2015-12-31
1477,3,4,2015-12-31
1478,3,4,2015-12-31
1479,3,4,2015-12-31
1480,3,3,2015-12-31
1481,2,3,2015-12-31
1482,3,3,2015-12-31
1483,3,3,2015-12-31
1484,2,3,2015-12-31
1485,3,3,2015-12-31
1486,3,3,2015-12-31
1487,2,3,2015-12-31
1488,3,3,2015-12-31
1489,2,3,2015-12-31
1490,3,3,2015-12-31
1491,3,3,2015-12-31
1492,2,4,2015-12-31
1493,3,3,2015-12-31
1494,1,3,2015-12-31
1495,3,3,2015-12-31
1496,3,3,2015-12-31
1497,3,4,2015-12-31
1498,3,3,2015-12-31
1499,2,3,2015-12-31
1500,2,3,2015-12-31
1501,2,3,2015-12-31
1502,2,3,2015-12-31
1503,3,3,2015-12-31
1504,3,3,2015-12-31
1505,3,3,2015-12-31
1506,3,3,2015-12-31
1507,3,3,2015-12-31
1508,3,3,2015-12-31
1509,2,3,2015-12-31
1510,2,3,2015-12-31
1511,2,3,2015-12-31
1512,2,3,2015-12-31
1513,3,3,2015-12-31
1514,3,3,2015-12-31
1515,2,4,2015-12-31
1516,3,3,2015-12-31
1517,3,4,2015-12-31
1518,3,4,2015-12-31
1519,3,4,2015-12-31
1520,2,3,2015-12-31
1521,2,3,2015-12-31
1522,2,3,2015-12-31
1523,3,4,2015-12-31
1524,3,3,2015-12-31
1525,3,3,2015-12-31
1526,3,3,2015-12-31
1527,3,4,2015-12-31
1528,3,3,2015-12-31
1529,3,4,2015-12-31
1530,3,3,2015-12-31
1531,3,4,2015-12-31
1532,4,3,2015-12-31
1533,4,3,2015-12-31
1534,4,3,2015-12-31
1535,3,3,2015-12-31
1536,2,3,2015-12-31
1537,3,3,2015-12-31
1538,2,3,2015-12-31
1539,3,3,2015-12-31
1540,3,3,2015-12-31
1541,3,3,2015-12-31
1542,4,4,2015-12-31
1543,3,3,2015-12-31
1544,3,3,2015-12-31
1545,3,3,2015-12-31
1546,3,4,2015-12-31
1547,3,3,2015-12-31
1548,3,3,2015-12-31
1549,3,3,2015-12-31
1550,3,4,2015-12-31
1551,2,3,2015-12-31
1552,2,3,2015-12-31
1553,3,3,2015-12-31
1554,3,3,2015-12-31
1555,3,3,2015-12-31
1556,3,3,2015-12-31
1557,4,3,2015-12-31
1558,2,4,2015-12-31
1559,3,3,2015-12-31
1560,4,3,2015-12-31
1561,1,4,2015-12-31
1562,2,4,2015-12-31
1563,2,3,2015-12-31
1564,3,3,2015-12-31
1565,2,3,2015-12-31
1566,3,3,2015-12-31
1567,3,4,2015-12-31
1568,3,3,2015-12-31
1569,3,3,2015-12-31
1570,2,3,2015-12-31
1571,1,4,2015-12-31
1572,3,3,2015-12-31
1573,1,3,2015-12-31
1574,3,3,2015-12-31
1575,1,3,2015-12-31
1576,1,4,2015-12-31
1577,4,3,2015-12-31
1578,3,3,2015-12-31
1579,4,3,2015-12-31
1580,3,3,2015-12-31
1581,2,4,2015-12-31
1582,3,4,2015-12-31
1583,3,3,2015-12-31
1584,4,3,2015-12-31
1585,3,3,2015-12-31
1586,3,3,2015-12-31
1587,2,3,2015-12-31
1588,3,3,2015-12-31
1589,3,4,2015-12-31
1590,3,3,2015-12-31
1591,3,4,2015-12-31
1592,3,3,2015-12-31
1593,3,3,2015-12-31
1594,3,3,2015-12-31
1595,3,3,2015-12-31
1596,2,3,2015-12-31
1597,3,3,2015-12-31
1598,2,3,2015-12-31
1599,3,3,2015-12-31
1600,2,3,2015-12-31
1601,2,3,2015-12-31
1602,2,3,2015-12-31
1603,3,3,2015-12-31
1604,2,3,2015-12-31
1605,2,4,2015-12-31
1606,3,4,2015-12-31
1607,2,3,2015-12-31
1608,2,3,2015-12-31
1609,3,3,2015-12-31
1610,4,3,2015-12-31
1611,2,4,2015-12-31
1612,3,3,2015-12-31
1613,1,4,2015-12-31
1614,3,3,2015-12-31
1615,3,3,2015-12-31
1616,2,3,2015-12-31
1617,2,3,2015-12-31
1618,3,3,2015-12-31
1619,2,4,2015-12-31
1620,3,3,2015-12-31
1621,3,3,2015-12-31
1622,2,3,2015-12-31
1623,3,4,2015-12-31
1624,3,3,2015-12-31
1625,2,3,2015-12-31
1626,3,3,2015-12-31
1627,2,3,2015-12-31
1628,3,4,2015-12-31
1629,3,3,2015-12-31
1630,2,3,2015-12-31
1631,4,4,2015-12-31
1632,2,3,2015-12-31
1633,3,3,2015-12-31
1634,2,3,2015-12-31
1635,3,3,2015-12-31
1636,3,3,2015-12-31
1637,3,3,2015-12-31
1638,3,3,2015-12-31
1639,3,4,2015-12-31
1640,3,4,2015-12-31
1641,2,3,2015-12-31
1642,2,4,2015-12-31
1643,3,3,2015-12-31
1644,3,3,2015-12-31
1645,4,3,2015-12-31
1646,2,3,2015-12-31
1647,3,3,2015-12-31
1648,2,4,2015-12-31
1649,3,4,2015-12-31
1650,3,3,2015-12-31
1651,1,4,2015-12-31
1652,2,3,2015-12-31
1653,4,4,2015-12-31
1654,2,3,2015-12-31
1655,3,3,2015-12-31
1656,3,3,2015-12-31
1657,3,3,2015-12-31
1658,3,3,2015-12-31
1659,2,3,2015-12-31
1660,2,3,2015-12-31
1661,3,3,2015-12-31
1662,3,3,2015-12-31
1663,2,3,2015-12-31
1664,3,3,2015-12-31
1665,3,4,2015-12-31
1666,3,3,2015-12-31
1667,2,3,2015-12-31
1668,3,3,2015-12-31
1669,3,3,2015-12-31
1670,4,3,2015-12-31
1671,2,3,2015-12-31
1672,2,3,2015-12-31
1673,2,3,2015-12-31
1674,2,3,2015-12-31
1675,2,3,2015-12-31
1676,1,4,2015-12-31
1677,3,3,2015-12-31
1678,3,3,2015-12-31
1679,3,3,2015-12-31
1680,3,3,2015-12-31
1681,3,3,2015-12-31
1682,2,4,2015-12-31
1683,2,3,2015-12-31
1684,3,3,2015-12-31
1685,3,3,2015-12-31
1686,1,3,2015-12-31
1687,2,3,2015-12-31
1688,3,3,2015-12-31
1689,1,3,2015-12-31
1690,3,3,2015-12-31
1691,2,3,2015-12-31
1692,3,4,2015-12-31
1693,3,3,2015-12-31
1694,3,3,2015-12-31
1695,2,3,2015-12-31
1696,3,3,2015-12-31
1697,3,3,2015-12-31
1698,3,3,2015-12-31
1699,3,3,2015-12-31
1700,1,3,2015-12-31
1701,3,3,2015-12-31
1702,3,3,2015-12-31
1703,4,3,2015-12-31
1704,3,3,2015-12-31
1705,4,3,2015-12-31
1706,4,4,2015-12-31
1707,2,4,2015-12-31
1708,3,3,2015-12-31
1709,1,3,2015-12-31
1710,3,3,2015-12-31
1711,2,3,2015-12-31
1712,3,3,2015-12-31
1713,3,3,2015-12-31
1714,3,3,2015-12-31
1715,2,3,2015-12-31
1716,3,3,2015-12-31
1717,3,3,2015-12-31
1718,4,3,2015-12-31
1719,2,3,2015-12-31
1720,3,3,2015-12-31
1721,3,3,2015-12-31
1722,3,4,2015-12-31
1723,2,3,2015-12-31
1724,2,3,2015-12-31
1725,1,3,2015-12-31
1726,2,3,2015-12-31
1727,3,3,2015-12-31
1728,4,3,2015-12-31
1729,3,3,2015-12-31
1730,3,3,2015-12-31
1731,2,4,2015-12-31
1732,2,3,2015-12-31
1733,4,3,2015-12-31
1734,3,3,2015-12-31
1735,4,3,2015-12-31
1736,4,3,2015-12-31
1737,3,4,2015-12-31
1738,1,3,2015-12-31
1739,3,3,2015-12-31
1740,1,3,2015-12-31
1741,2,3,2015-12-31
1742,2,3,2015-12-31
1743,2,4,2015-12-31
1744,3,3,2015-12-31
1745,3,3,2015-12-31
1746,3,3,2015-12-31
1747,3,3,2015-12-31
1748,3,4,2015-12-31
1749,4,4,2015-12-31
1750,2,3,2015-12-31
1751,3,3,2015-12-31
1752,4,4,2015-12-31
1753,2,3,2015-12-31
1754,3,3,2015-12-31
1755,3,3,2015-12-31
1756,2,3,2015-12-31
1757,2,4,2015-12-31
1758,3,3,2015-12-31
1759,3,3,2015-12-31
1760,3,4,2015-12-31
1761,3,3,2015-12-31
1762,4,3,2015-12-31
1763,3,3,2015-12-31
1764,2,3,2015-12-31
1765,3,3,2015-12-31
1766,3,3,2015-12-31
1767,3,3,2015-12-31
1768,2,3,2015-12-31
1769,3,3,2015-12-31
1770,3,3,2015-12-31
1771,1,3,2015-12-31
1772,3,3,2015-12-31
1773,2,3,2015-12-31
1774,3,3,2015-12-31
1775,3,3,2015-12-31
1776,3,3,2015-12-31
1777,3,3,2015-12-31
1778,1,3,2015-12-31
1779,3,3,2015-12-31
1780,3,3,2015-12-31
1781,3,3,2015-12-31
1782,1,3,2015-12-31
1783,3,3,2015-12-31
1784,3,3,2015-12-31
1785,3,3,2015-12-31
1786,3,3,2015-12-31
1787,3,3,2015-12-31
1788,3,3,2015-12-31
1789,3,3,2015-12-31
1790,3,3,2015-12-31
1791,3,3,2015-12-31
1792,3,3,2015-12-31
1793,2,3,2015-12-31
1794,3,3,2015-12-31
1795,4,3,2015-12-31
1796,3,4,2015-12-31
1797,4,3,2015-12-31
1798,2,3,2015-12-31
1799,3,3,2015-12-31
1800,2,3,2015-12-31
1801,1,3,2015-12-31
1802,4,3,2015-12-31
1803,3,3,2015-12-31
1804,2,3,2015-12-31
1805,4,3,2015-12-31
1806,3,4,2015-12-31
1807,2,3,2015-12-31
1808,3,3,2015-12-31
1809,4,3,2015-12-31
1810,3,3,2015-12-31
1811,2,3,2015-12-31
1812,3,3,2015-12-31
1813,2,3,2015-12-31
1814,3,3,2015-12-31
1815,3,3,2015-12-31
1816,3,3,2015-12-31
1817,3,3,2015-12-31
1818,3,3,2015-12-31
1819,3,3,2015-12-31
1820,4,3,2015-12-31
1821,4,3,2015-12-31
1822,2,3,2015-12-31
1823,2,4,2015-12-31
1824,3,3,2015-12-31
1825,2,3,2015-12-31
1826,3,3,2015-12-31
1827,3,4,2015-12-31
1828,3,3,2015-12-31
1829,3,3,2015-12-31
1830,3,3,2015-12-31
1831,4,3,2015-12-31
1832,2,3,2015-12-31
1833,2,4,2015-12-31
1834,3,3,2015-12-31
1835,3,4,2015-12-31
1836,3,3,2015-12-31
1837,4,3,2015-12-31
1838,3,3,2015-12-31
1839,1,3,2015-12-31
1840,3,3,2015-12-31
1841,3,3,2015-12-31
1842,3,3,2015-12-31
1843,2,3,2015-12-31
1844,3,3,2015-12-31
1845,2,3,2015-12-31
1846,2,4,2015-12-31
1847,3,3,2015-12-31
1848,2,3,2015-12-31
1849,4,3,2015-12-31
1850,3,3,2015-12-31
1851,3,3,2015-12-31
1852,3,3,2015-12-31
1853,3,4,2015-12-31
1854,2,3,2015-12-31
1855,4,3,2015-12-31
1856,3,4,2015-12-31
1857,3,3,2015-12-31
1858,3,3,2015-12-31
1859,2,3,2015-12-31
1860,4,3,2015-12-31
1861,1,3,2015-12-31
1862,4,4,2015-12-31
1863,3,3,2015-12-31
1864,3,3,2015-12-31
1865,3,3,2015-12-31
1866,3,4,2015-12-31
1867,2,3,2015-12-31
1868,3,3,2015-12-31
1869,2,3,2015-12-31
1870,4,3,2015-12-31
1871,3,3,2015-12-31
1872,3,3,2015-12-31
1873,3,3,2015-12-31
1874,3,3,2015-12-31
1875,1,3,2015-12-31
1876,3,3,2015-12-31
1877,3,3,2015-12-31
1878,3,4,2015-12-31
1879,3,3,2015-12-31
1880,4,3,2015-12-31
1881,3,4,2015-12-31
1882,3,3,2015-12-31
1883,3,3,2015-12-31
1884,3,3,2015-12-31
1885,2,3,2015-12-31
1886,3,3,2015-12-31
1887,3,4,2015-12-31
1888,3,3,2015-12-31
1889,3,4,2015-12-31
1890,2,3,2015-12-31
1891,3,3,2015-12-31
1892,3,3,2015-12-31
1893,2,3,2015-12-31
1894,3,3,2015-12-31
1895,2,3,2015-12-31
1896,2,3,2015-12-31
1897,3,3,2015-12-31
1898,2,3,2015-12-31
1899,3,3,2015-12-31
1900,1,3,2015-12-31
1901,3,3,2015-12-31
1902,3,3,2015-12-31
1903,3,3,2015-12-31
1904,2,3,2015-12-31
1905,3,4,2015-12-31
1906,3,3,2015-12-31
1907,3,3,2015-12-31
1908,2,3,2015-12-31
1909,3,3,2015-12-31
1910,3,3,2015-12-31
1911,2,3,2015-12-31
1912,3,3,2015-12-31
1913,1,3,2015-12-31
1914,3,3,2015-12-31
1915,2,3,2015-12-31
1916,3,4,2015-12-31
1917,1,3,2015-12-31
1918,2,3,2015-12-31
1919,3,3,2015-12-31
1920,3,3,2015-12-31
1921,3,3,2015-12-31
1922,3,4,2015-12-31
1923,3,3,2015-12-31
1924,2,3,2015-12-31
1925,3,3,2015-12-31
1926,3,3,2015-12-31
1927,2,4,2015-12-31
1928,2,3,2015-12-31
1929,3,3,2015-12-31
1930,3,3,2015-12-31
1931,4,3,2015-12-31
1932,3,3,2015-12-31
1933,2,3,2015-12-31
1934,3,3,2015-12-31
1935,2,3,2015-12-31
1936,3,3,2015-12-31
1937,3,3,2015-12-31
1938,2,3,2015-12-31
1939,3,3,2015-12-31
1940,3,3,2015-12-31
1941,3,3,2015-12-31
1942,3,3,2015-12-31
1943,2,3,2015-12-31
1944,3,3,2015-12-31
1945,3,3,2015-12-31
1946,3,4,2015-12-31
1947,3,4,2015-12-31
1948,3,3,2015-12-31
1949,3,3,2015-12-31
1950,3,3,2015-12-31
1951,4,3,2015-12-31
1952,3,3,2015-12-31
1953,3,3,2015-12-31
1954,4,3,2015-12-31
1955,4,4,2015-12-31
1956,2,3,2015-12-31
1957,4,3,2015-12-31
1958,2,3,2015-12-31
1959,3,3,2015-12-31
1960,4,3,2015-12-31
1961,2,3,2015-12-31
1962,4,3,2015-12-31
1963,3,3,2015-12-31
1964,2,3,2015-12-31
1965,3,3,2015-12-31
1966,4,3,2015-12-31
1967,3,3,2015-12-31
1968,2,3,2015-12-31
1969,1,4,2015-12-31
1970,2,3,2015-12-31
1971,3,3,2015-12-31
1972,3,4,2015-12-31
1973,4,4,2015-12-31
1974,3,3,2015-12-31
1975,3,3,2015-12-31
1976,2,3,2015-12-31
1977,4,3,2015-12-31
1978,1,3,2015-12-31
1979,3,3,2015-12-31
1980,3,4,2015-12-31
1981,3,3,2015-12-31
1982,2,3,2015-12-31
1983,2,3,2015-12-31
1984,3,3,2015-12-31
1985,3,3,2015-12-31
1986,3,3,2015-12-31
1987,2,3,2015-12-31
1988,2,4,2015-12-31
1989,2,4,2015-12-31
1990,3,3,2015-12-31
1991,3,3,2015-12-31
1992,3,4,2015-12-31
1993,2,3,2015-12-31
1994,1,3,2015-12-31
1995,3,3,2015-12-31
1996,4,3,2015-12-31
1997,3,3,2015-12-31
1998,3,3,2015-12-31
1999,2,3,2015-12-31
2000,3,3,2015-12-31
2001,4,3,2015-12-31
2002,3,3,2015-12-31
2003,3,3,2015-12-31
2004,2,4,2015-12-31
2005,3,3,2015-12-31
2006,3,3,2015-12-31
2007,3,3,2015-12-31
2008,2,4,2015-12-31
2009,2,3,2015-12-31
2010,4,3,2015-12-31
2011,3,3,2015-12-31
2012,2,3,2015-12-31
2013,3,3,2015-12-31
2014,3,3,2015-12-31
2015,2,3,2015-12-31
2016,3,4,2015-12-31
2017,3,3,2015-12-31
2018,3,3,2015-12-31
2019,3,3,2015-12-31
2020,2,3,2015-12-31
2021,4,3,2015-12-31
2022,3,3,2015-12-31
2023,3,3,2015-12-31
2024,3,4,2015-12-31
2025,3,3,2015-12-31
2026,3,3,2015-12-31
2027,3,3,2015-12-31
2028,2,3,2015-12-31
2029,3,3,2015-12-31
2030,4,3,2015-12-31
2031,3,3,2015-12-31
2032,3,3,2015-12-31
2033,3,3,2015-12-31
2034,2,4,2015-12-31
2035,2,3,2015-12-31
2036,1,3,2015-12-31
2037,4,3,2015-12-31
2038,1,4,2015-12-31
2039,2,3,2015-12-31
2040,3,3,2015-12-31
2041,4,3,2015-12-31
2042,2,3,2015-12-31
2043,3,3,2015-12-31
2044,4,3,2015-12-31
2045,3,3,2015-12-31
2046,3,3,2015-12-31
2047,3,3,2015-12-31
2048,2,3,2015-12-31
2049,1,3,2015-12-31
2050,1,3,2015-12-31
2051,1,3,2015-12-31
2052,2,4,2015-12-31
2053,3,4,2015-12-31
2054,3,3,2015-12-31
2055,1,3,2015-12-31
2056,3,4,2015-12-31
2057,3,3,2015-12-31
2058,3,4,2015-12-31
2059,3,3,2015-12-31
2060,3,3,2015-12-31
2061,3,3,2015-12-31
2062,3,3,2015-12-31
2063,2,3,2015-12-31
2064,1,3,2015-12-31
